"presence"	"cld6190_ann"	"dtr6190_ann"	"ecoreg"	"frs6190_ann"	"h_dem"	"pre6190_ann"	"pre6190_l1"	"pre6190_l10"	"pre6190_l4"	"pre6190_l7"	"tmn6190_ann"	"tmp6190_ann"	"tmx6190_ann"	"vap6190_ann"
0	60	109	"10"	2	324	42	13	54	9	91	154	240	328	234
0	68	101	"2"	0	517	18	30	16	20	2	164	239	302	198
0	63	132	"9"	6	746	35	70	36	38	0	143	242	335	208
0	69	112	"9"	8	1072	17	33	12	19	2	140	217	286	186
0	52	130	"8"	1	153	18	32	16	22	4	121	242	352	185
0	65	77	"10"	0	63	52	23	16	91	87	199	256	314	256
0	72	125	"9"	0	192	52	91	59	56	1	172	263	348	271
0	50	100	"10"	1	845	68	28	77	26	121	158	229	307	229
0	60	66	"5"	104	465	14	14	11	17	14	-12	55	131	59
0	52	133	"5"	53	230	23	26	25	23	18	18	138	294	113
0	79	124	"10"	2	124	57	94	58	74	3	170	255	337	278
0	35	130	"1"	55	130	22	2	12	15	61	21	129	263	113
0	35	123	"12"	181	4746	3	4	1	0	5	-78	19	122	6
0	45	151	"12"	149	3649	2	10	0	0	0	-55	71	170	26
0	53	96	"13"	116	451	11	6	6	12	17	-44	58	169	50
0	70	111	"9"	0	594	39	74	43	24	11	120	217	298	183
0	70	94	"9"	0	111	66	9	72	67	116	212	265	343	274
0	72	156	"10"	47	2158	20	26	26	26	5	71	161	250	124
0	62	121	"9"	0	543	35	80	42	20	2	132	232	308	201
0	80	93	"10"	0	52	69	78	52	94	57	211	264	317	302
0	71	93	"9"	3	226	80	10	99	119	115	207	261	332	262
0	73	110	"10"	0	244	60	91	65	67	18	171	252	320	261
0	68	88	"10"	1	75	64	74	25	81	77	214	263	326	229
0	79	111	"10"	0	100	65	102	63	90	5	187	261	336	291
0	69	115	"10"	1	300	31	65	36	23	4	139	233	320	222
0	81	99	"10"	0	99	62	94	58	88	10	198	264	330	297
0	40	109	"8"	0	188	40	3	103	7	48	186	253	328	241
0	71	81	"10"	0	1	77	113	13	141	56	224	267	323	295
0	65	120	"10"	2	920	42	89	42	24	7	94	202	285	183
0	60	108	"2"	1	130	23	28	2	57	8	201	269	346	231
0	60	144	"12"	118	4240	20	48	16	15	1	-5	100	188	76
0	55	90	"8"	1	47	40	19	49	22	51	170	250	320	254
0	55	89	"10"	1	320	83	46	101	29	170	172	241	311	265
0	36	144	"5"	28	594	9	21	6	5	2	26	185	339	123
0	47	97	"10"	1	32	49	17	101	7	78	195	255	324	254
0	71	97	"9"	0	108	67	8	79	73	109	212	267	344	269
0	60	107	"9"	0	169	37	63	39	33	15	159	252	328	233
0	36	148	"5"	44	626	6	12	5	4	2	10	169	324	112
0	82	95	"10"	1	98	62	89	59	89	16	203	265	326	301
0	52	134	"8"	0	177	18	37	15	19	3	100	231	349	166
0	65	100	"10"	0	763	80	39	121	102	65	182	234	291	239
0	58	111	"9"	3	91	45	42	47	48	46	85	193	310	166
0	44	126	"5"	11	68	31	37	35	36	16	66	183	322	157
0	77	97	"12"	9	3110	46	16	55	60	63	86	144	203	132
0	70	115	"10"	5	1425	89	28	79	85	155	166	227	302	227
0	69	117	"9"	4	462	41	77	42	54	1	177	259	344	243
0	48	122	"9"	0	85	29	41	34	39	14	121	234	345	208
0	69	111	"10"	0	296	63	96	67	68	22	162	246	316	240
0	73	145	"10"	27	1202	33	36	38	39	20	118	198	283	165
0	62	115	"9"	0	903	40	88	47	25	4	130	227	300	196
0	82	117	"10"	6	300	55	93	46	89	5	175	250	327	278
0	69	107	"10"	0	202	49	85	45	56	10	180	261	332	258
0	61	94	"9"	0	26	41	1	38	24	97	221	276	351	269
0	44	148	"5"	56	161	14	15	20	15	8	9	151	324	104
0	67	80	"10"	0	60	83	110	16	129	70	209	252	310	282
0	76	99	"10"	2	690	71	20	84	106	93	185	241	304	244
0	56	92	"6"	0	9	31	8	68	30	18	217	277	334	272
0	76	88	"10"	1	313	54	62	19	94	41	221	269	331	292
0	60	122	"2"	1	739	18	31	9	26	5	176	247	319	197
0	82	101	"10"	0	100	66	82	64	86	39	207	268	327	292
0	47	143	"5"	87	770	4	4	5	3	2	-16	119	278	64
0	63	122	"9"	0	397	37	75	40	26	8	130	234	316	203
0	57	105	"5"	114	92	4	5	4	4	4	-24	81	202	56
0	76	87	"10"	3	115	46	70	46	38	30	113	195	279	187
0	51	130	"5"	117	1210	4	2	3	6	3	-30	90	237	57
0	74	81	"10"	0	2	77	116	14	146	54	225	268	323	299
0	80	93	"10"	0	56	71	81	57	96	55	207	261	314	300
0	48	158	"8"	63	3068	9	24	5	3	0	-3	137	244	83
0	75	86	"10"	0	1	72	109	18	131	52	222	268	326	300
0	58	109	"9"	0	152	29	3	38	15	59	206	269	343	259
0	64	90	"2"	0	365	26	13	9	44	45	191	254	324	244
0	34	122	"12"	121	2669	5	6	4	2	6	-29	86	212	62
0	78	92	"10"	0	100	60	60	38	86	58	217	267	325	290
0	45	147	"5"	49	130	18	21	24	18	8	13	156	323	115
0	48	138	"5"	73	506	4	4	5	3	3	-5	126	281	68
0	78	103	"10"	1	98	52	92	52	61	8	190	265	333	287
0	65	126	"9"	3	794	41	89	41	26	7	92	208	288	189
0	45	115	"5"	4	68	36	42	41	44	21	83	196	324	166
0	55	174	"12"	157	3833	8	19	2	3	0	-50	96	206	60
0	57	104	"5"	119	218	5	5	4	5	5	-30	75	194	51
0	35	119	"13"	71	707	10	0	5	4	33	15	125	244	105
0	78	90	"10"	1	100	57	62	31	86	52	218	266	325	288
0	61	89	"9"	1	92	38	34	38	31	41	106	197	296	179
0	44	110	"4"	3	738	39	8	75	11	56	150	223	298	203
0	75	102	"10"	6	2145	42	32	67	60	18	121	176	232	163
0	60	108	"9"	0	304	27	7	34	12	55	195	262	328	257
0	63	110	"10"	6	882	67	9	63	53	135	154	218	297	198
0	52	144	"10"	61	1615	20	57	11	11	2	-2	141	252	105
0	44	105	"10"	2	494	78	5	145	33	120	163	233	301	213
0	39	126	"12"	194	3671	16	2	9	7	43	-70	38	168	29
0	50	131	"5"	40	94	27	33	29	28	15	31	148	299	131
0	56	107	"5"	105	123	5	6	4	5	5	-18	88	213	65
0	65	117	"9"	1	524	46	98	49	40	2	156	246	328	220
0	82	91	"10"	0	55	69	86	58	97	41	212	265	320	305
0	49	129	"5"	45	16	9	6	11	9	8	18	143	291	93
0	51	99	"3"	89	984	46	24	34	44	77	7	86	192	87
0	71	116	"9"	5	400	39	72	32	57	1	177	258	341	246
0	37	138	"12"	136	2012	18	2	11	10	52	-34	83	222	60
0	75	104	"10"	2	307	41	61	43	32	25	96	192	280	174
0	61	117	"10"	0	239	37	71	31	28	8	162	256	335	242
0	65	123	"9"	9	614	41	82	40	35	4	141	245	323	230
0	57	77	"10"	2	111	64	22	111	31	72	206	253	306	269
0	67	125	"8"	3	273	39	74	34	34	3	153	253	336	246
0	44	170	"12"	147	3632	11	32	7	4	0	-75	84	197	46
0	48	99	"2"	1	288	84	35	99	37	151	156	225	301	223
0	79	104	"10"	4	2177	50	33	56	64	51	146	204	262	196
0	56	89	"9"	11	193	30	30	32	27	32	70	164	272	145
0	50	114	"9"	4	99	40	44	45	47	29	84	195	322	165
0	79	110	"10"	1	99	62	99	59	81	5	185	260	334	287
0	66	124	"9"	6	621	40	75	46	48	0	165	254	345	233
0	75	111	"10"	5	300	51	90	49	59	2	175	257	332	272
0	57	127	"8"	0	305	23	43	21	20	6	146	250	339	216
0	82	116	"10"	0	274	95	76	92	125	97	189	258	323	257
0	65	109	"10"	1	926	84	23	73	76	152	177	237	305	236
0	66	114	"10"	3	304	32	62	38	24	6	138	232	318	227
0	56	160	"12"	187	4258	10	27	2	4	1	-58	73	177	48
0	57	95	"9"	0	102	51	23	24	49	104	217	268	330	249
0	76	112	"10"	4	401	53	93	51	62	3	174	256	332	273
0	57	105	"5"	116	387	4	5	3	3	4	-26	79	200	55
0	77	109	"10"	3	282	56	95	55	68	4	179	258	332	279
0	76	88	"10"	0	21	56	69	22	96	32	222	270	333	297
0	61	122	"9"	1	491	41	85	43	31	9	140	244	321	219
0	47	159	"12"	172	4057	2	7	0	0	0	-75	57	162	19
0	62	102	"2"	0	152	22	25	1	59	9	210	275	346	245
0	53	117	"5"	125	969	14	8	9	16	19	-36	71	201	54
0	76	107	"10"	0	241	63	88	70	67	27	184	257	321	269
0	54	133	"8"	1	194	19	46	15	21	1	94	231	350	158
0	72	77	"10"	1	91	77	106	9	134	67	220	263	320	288
0	64	99	"10"	0	270	36	25	30	26	59	202	259	320	262
0	53	100	"9"	10	102	32	33	35	31	29	69	172	293	146
0	52	112	"9"	2	54	44	40	49	57	34	92	203	321	178
0	52	67	"6"	0	3	84	57	131	23	128	222	268	313	285
0	66	110	"10"	2	686	92	20	86	68	181	180	240	313	233
0	56	91	"13"	123	1010	16	12	11	17	21	-47	47	151	39
0	53	80	"3"	93	335	49	38	34	49	70	-15	63	152	67
0	52	123	"2"	43	1116	1	5	0	0	0	83	165	243	116
0	62	88	"10"	0	381	90	93	43	94	119	207	257	317	250
0	67	109	"10"	2	1486	88	23	78	77	159	172	232	302	231
0	77	90	"10"	0	28	58	65	14	113	46	219	268	330	295
0	45	121	"5"	10	85	29	40	33	32	11	66	183	318	156
0	80	106	"10"	0	90	65	101	61	94	7	194	262	335	296
0	47	137	"5"	49	180	6	5	8	5	5	16	147	304	84
0	77	96	"10"	1	257	83	44	83	107	109	201	256	317	277
0	65	122	"10"	0	585	48	105	51	36	2	161	256	339	232
0	57	136	"10"	42	1692	27	55	24	17	5	65	169	254	116
0	52	124	"5"	118	870	5	3	3	7	4	-34	83	223	54
0	61	73	"5"	99	34	9	11	7	11	8	-9	70	160	67
0	73	121	"10"	4	354	49	87	46	50	2	164	254	335	263
0	42	133	"12"	130	2923	2	8	0	0	1	-42	71	164	33
0	70	107	"10"	2	311	27	49	36	22	10	147	231	309	224
0	80	97	"10"	0	100	73	89	69	101	46	208	263	319	294
0	53	98	"8"	1	32	37	13	46	24	47	165	247	321	250
0	63	109	"9"	0	204	28	56	20	44	3	204	276	360	234
0	46	143	"5"	60	165	6	5	7	5	5	7	143	304	81
0	71	102	"10"	1	98	69	45	51	82	97	201	257	316	276
0	53	126	"5"	47	223	24	28	22	23	19	23	137	286	122
0	51	128	"5"	37	107	19	18	20	22	13	23	140	291	111
0	74	84	"10"	1	173	66	83	11	118	60	218	262	322	287
0	59	88	"5"	120	205	9	7	7	12	11	-33	58	158	49
0	44	146	"5"	83	900	5	4	5	5	4	-15	122	287	70
0	78	117	"10"	4	296	53	89	49	78	3	179	256	337	280
0	46	142	"5"	50	67	7	6	10	7	6	11	150	311	93
0	51	121	"5"	47	47	7	3	5	8	10	18	129	254	88
0	72	107	"10"	1	517	57	84	64	53	31	160	232	294	225
0	41	147	"12"	152	3758	9	27	5	1	2	-77	50	162	18
0	68	125	"9"	0	152	36	77	27	34	7	159	264	348	264
0	66	103	"2"	2	473	21	22	1	54	11	198	264	336	226
0	76	89	"10"	3	302	58	62	14	104	51	210	257	321	278
0	50	110	"5"	65	184	4	3	3	5	6	2	108	237	58
0	76	94	"10"	1	212	82	33	85	103	118	200	255	322	275
0	76	105	"10"	7	440	43	51	49	31	34	82	182	276	171
0	62	135	"9"	3	438	32	59	30	39	1	152	250	343	214
0	72	94	"10"	0	199	55	45	15	79	73	209	260	327	247
0	67	95	"2"	0	339	22	24	1	57	11	201	263	330	237
0	78	122	"10"	5	402	53	89	52	76	3	173	253	336	278
0	81	107	"10"	2	131	56	85	34	96	16	193	260	327	292
0	52	135	"8"	0	158	18	37	15	21	3	97	229	349	165
0	63	106	"2"	4	815	19	34	5	39	2	182	252	330	199
0	67	124	"9"	8	532	41	81	42	37	2	145	248	325	237
0	65	106	"9"	0	189	45	82	44	44	9	180	265	339	256
0	53	116	"4"	7	2870	87	42	116	36	157	83	171	250	159
0	71	107	"10"	0	392	69	104	76	71	30	172	249	315	255
0	78	130	"10"	7	301	80	72	68	106	83	173	247	322	240
0	53	131	"8"	1	198	15	33	12	17	2	111	237	349	182
0	62	94	"10"	0	21	43	38	43	35	47	104	196	299	177
0	82	93	"10"	0	58	64	90	60	92	21	207	267	325	304
0	75	89	"10"	1	200	53	55	21	82	55	221	269	329	285
0	47	105	"9"	0	57	42	53	47	55	23	124	221	330	198
0	78	95	"10"	0	35	55	71	27	84	23	212	269	332	310
0	39	134	"3"	84	615	31	10	24	21	62	3	105	241	88
0	68	115	"10"	4	544	48	54	57	42	38	89	194	293	174
0	71	124	"9"	0	177	51	90	59	55	1	174	264	349	270
0	53	98	"2"	0	10	36	7	84	33	23	210	272	334	269
0	64	100	"10"	0	208	51	87	42	51	17	181	262	330	255
0	74	113	"10"	3	184	39	69	18	73	6	185	260	337	265
0	74	122	"10"	22	945	44	66	51	37	20	116	197	267	181
0	49	112	"9"	1	66	43	43	51	59	30	103	211	328	186
0	72	161	"12"	138	4008	20	34	19	24	1	-31	72	163	60
0	80	99	"10"	0	100	59	95	57	77	9	194	265	330	294
0	53	101	"5"	67	156	5	4	4	6	7	12	103	217	79
0	71	104	"10"	0	403	67	99	74	65	34	176	249	311	253
0	69	88	"2"	0	365	22	21	0	62	8	208	265	327	254
0	51	111	"11"	0	1	35	15	41	18	51	152	246	324	251
0	59	73	"10"	1	616	61	33	97	32	75	214	258	309	277
0	67	85	"10"	1	34	64	73	25	82	77	217	264	324	233
0	56	98	"5"	124	857	9	7	6	10	12	-43	58	170	42
0	62	101	"9"	0	198	49	89	42	46	18	179	263	330	254
0	69	109	"10"	3	342	30	54	39	24	11	147	234	316	232
0	82	89	"10"	0	31	62	78	52	95	31	217	269	325	305
0	54	134	"8"	3	547	18	35	11	21	1	109	233	333	184
0	69	126	"8"	1	178	38	80	34	39	5	158	261	334	261
0	62	101	"10"	3	537	48	45	51	41	50	92	187	289	165
0	72	128	"9"	2	392	51	92	48	47	2	156	254	340	259
0	66	124	"9"	4	551	44	91	46	35	2	147	251	330	236
0	69	122	"9"	14	917	44	93	44	27	9	63	180	260	166
0	74	84	"10"	0	1	82	124	20	150	50	222	268	322	300
0	61	58	"14"	113	1108	19	19	15	22	18	-14	43	108	52
0	54	115	"5"	132	581	30	15	20	27	54	-34	64	187	57
0	51	137	"8"	2	156	19	36	18	22	4	87	223	349	166
0	82	91	"10"	0	44	62	81	59	92	28	211	267	322	306
0	83	86	"10"	0	20	61	91	38	97	25	221	271	329	301
0	59	115	"2"	0	514	21	47	21	16	1	159	246	317	191
0	69	94	"10"	0	1202	70	28	105	83	68	176	227	280	235
0	61	112	"2"	1	189	25	24	3	67	9	199	270	347	231
0	78	97	"10"	0	57	68	60	49	88	72	214	267	324	296
0	68	93	"10"	2	191	68	72	21	89	91	195	246	311	203
0	62	112	"2"	0	160	21	22	3	59	8	196	267	344	228
0	83	96	"10"	1	97	72	100	73	95	33	205	262	320	305
0	76	127	"10"	4	400	62	101	60	64	1	160	251	340	269
0	47	119	"11"	16	8	29	41	34	29	17	53	169	309	146
0	80	117	"8"	0	239	39	82	7	77	9	185	254	320	237
0	58	103	"5"	119	341	5	5	4	5	4	-30	74	192	55
0	50	137	"5"	143	1232	4	2	2	4	5	-49	72	224	45
0	65	110	"9"	0	189	41	79	38	37	6	179	266	345	258
0	43	127	"9"	3	49	30	41	32	38	9	77	202	332	177
0	74	89	"10"	1	305	61	67	15	100	63	207	255	319	267
0	58	85	"10"	0	3	51	65	4	122	26	220	273	329	280
0	47	124	"5"	19	35	28	41	35	28	15	49	167	311	144
0	63	110	"9"	0	631	39	83	43	31	2	146	234	308	197
0	70	91	"10"	1	77	68	78	22	92	75	209	257	321	233
0	82	94	"10"	0	77	60	95	41	94	17	210	267	330	303
0	82	95	"10"	1	79	68	97	64	95	24	205	265	324	305
0	66	118	"10"	0	315	38	73	35	34	4	168	261	342	255
0	62	98	"10"	0	67	59	10	80	54	90	215	271	335	286
0	44	111	"9"	2	60	34	40	40	47	15	92	204	324	179
0	69	94	"10"	6	2412	33	14	56	53	20	82	138	195	130
0	67	103	"10"	2	1219	52	33	79	79	24	172	225	288	210
0	82	96	"10"	0	83	74	97	81	96	37	207	260	317	304
0	70	111	"10"	4	606	26	49	35	18	6	137	225	306	215
0	46	140	"5"	38	94	19	27	26	19	7	20	160	321	123
0	51	63	"3"	39	16	47	30	36	48	72	46	100	168	103
0	44	120	"9"	1	69	33	48	34	48	12	94	210	331	186
0	62	120	"9"	0	894	31	70	38	17	2	127	227	302	193
0	67	119	"11"	0	113	36	73	31	35	6	164	265	335	261
0	69	100	"10"	0	353	37	58	48	33	14	120	208	286	168
0	67	123	"9"	1	375	47	98	49	37	1	156	257	338	243
0	61	121	"9"	0	604	39	86	48	23	4	137	234	310	204
0	46	143	"5"	112	1040	6	4	5	5	7	-31	98	260	58
0	74	93	"10"	0	134	75	20	73	78	127	213	264	338	281
0	74	93	"10"	0	63	75	82	54	95	71	206	259	313	295
0	62	107	"2"	1	648	23	37	5	52	3	190	260	337	210
0	50	161	"12"	133	3624	5	14	1	1	0	-40	94	201	55
